customer_id,signup_date,acquisition_channel,age_group,city
1240,7/5/2024,Paid Search,18-24,Cairo
1241,10/17/2025,Referral,55+,Giza
1242,9/18/2024,Email,18-24,Tanta
1243,12/29/2024,Email,45-54,Cairo
1244,5/5/2025,Email,25-34,Aswan
1245,3/6/2025,Email,45-54,Aswan
1246,8/26/2024,Social,35-44,Cairo
1247,10/30/2024,Paid Search,55+,Aswan
1248,10/24/2024,Paid Search,55+,Giza
1249,3/16/2024,Referral,18-24,Tanta
1250,11/28/2024,Social,18-24,Giza
1251,10/3/2025,Email,25-34,Giza
1252,4/18/2025,Organic,35-44,Alexandria
1253,10/9/2024,Paid Search,45-54,Mansoura
1254,8/13/2025,Paid Search,25-34,Cairo
1255,3/12/2024,Social,35-44,Alexandria
1256,9/19/2024,Organic,25-34,Cairo
1257,7/28/2025,Paid Search,45-54,Giza
1258,1/12/2024,Organic,55+,Giza
1259,5/20/2024,Paid Search,25-34,Giza
1260,7/8/2025,Social,35-44,Giza
1261,1/17/2024,Paid Search,18-24,Cairo
1262,3/3/2024,Email,35-44,Cairo
1263,9/9/2024,Paid Search,35-44,Cairo
1264,4/9/2025,Organic,18-24,Giza
1265,1/10/2025,Paid Search,25-34,Aswan
1266,6/3/2025,Paid Search,25-34,Cairo
1267,3/30/2024,Organic,35-44,Aswan
1268,9/21/2025,Organic,35-44,Mansoura
1269,6/23/2024,Social,18-24,Alexandria
1270,3/16/2024,Paid Search,45-54,Alexandria
1271,9/4/2025,Social,35-44,Tanta
1272,10/24/2025,Referral,25-34,Cairo
1273,2/3/2025,Email,18-24,Alexandria
1274,3/11/2024,Paid Search,45-54,Mansoura
1275,6/28/2024,Organic,55+,Alexandria
1276,5/3/2024,Paid Search,25-34,Tanta
1277,1/15/2025,Paid Search,25-34,Cairo
1278,10/19/2024,Referral,25-34,Mansoura
1279,7/13/2024,Paid Search,35-44,Alexandria
1280,8/15/2024,Organic,25-34,Giza
1281,3/6/2025,Social,25-34,Giza
1282,3/11/2025,Social,35-44,Alexandria
1283,4/5/2025,Social,35-44,Tanta
1284,9/9/2025,Paid Search,25-34,Giza
1285,1/21/2024,Organic,25-34,Tanta
1286,3/4/2024,Organic,35-44,Giza
1287,6/13/2024,Paid Search,18-24,Cairo
1288,1/27/2024,Organic,18-24,Cairo
1289,11/6/2024,Paid Search,45-54,Cairo
1290,10/11/2024,Paid Search,18-24,Giza
1291,10/21/2025,Organic,35-44,Giza
1292,10/7/2024,Paid Search,55+,Mansoura
1293,6/12/2024,Social,25-34,Mansoura
1294,8/11/2024,Social,25-34,Cairo
1295,5/25/2024,Email,35-44,Cairo
1296,1/30/2024,Paid Search,45-54,Cairo
1297,2/14/2024,Paid Search,55+,Alexandria
1298,4/15/2025,Paid Search,35-44,Cairo
1299,2/3/2024,Social,18-24,Cairo
1300,10/14/2025,Social,35-44,Aswan
1301,3/2/2025,Paid Search,25-34,Tanta
1302,8/8/2024,Referral,35-44,Cairo
1303,6/17/2025,Paid Search,18-24,Giza
1304,1/1/2025,Social,25-34,Giza
1305,7/3/2025,Social,45-54,Mansoura
1306,8/4/2025,Referral,25-34,Alexandria
1307,4/25/2024,Social,25-34,Cairo
1308,8/26/2024,Email,25-34,Mansoura
1309,11/30/2024,Organic,45-54,Giza
1310,3/16/2025,Email,45-54,Cairo
1311,5/27/2024,Paid Search,25-34,Giza
1312,1/9/2024,Referral,18-24,Giza
1313,10/14/2024,Social,25-34,Giza
1314,1/22/2025,Email,55+,Cairo
1315,2/19/2024,Organic,35-44,Giza
1316,5/31/2025,Social,35-44,Cairo
1317,9/29/2025,Organic,35-44,Mansoura
1318,8/9/2025,Social,25-34,Cairo
1319,10/4/2024,Paid Search,45-54,Cairo
1320,10/26/2024,Paid Search,35-44,Alexandria
1321,8/11/2025,Paid Search,18-24,Mansoura
1322,10/10/2025,Paid Search,18-24,Tanta
1323,9/9/2025,Referral,35-44,Giza
1324,8/29/2025,Paid Search,55+,Cairo
1325,5/14/2024,Referral,25-34,Mansoura
1326,8/2/2025,Organic,45-54,Mansoura
1327,5/26/2024,Paid Search,45-54,Cairo
1328,5/4/2025,Email,25-34,Aswan
1329,4/22/2025,Social,18-24,Cairo
1330,6/7/2024,Organic,18-24,Aswan
1331,1/18/2025,Social,35-44,Tanta
1332,6/11/2024,Social,25-34,Mansoura
1333,3/16/2025,Paid Search,25-34,Aswan
1334,7/7/2024,Referral,35-44,Mansoura
1335,2/18/2025,Referral,35-44,Cairo
1336,12/4/2024,Social,18-24,Giza
1337,8/29/2025,Paid Search,25-34,Cairo
1338,6/29/2024,Social,35-44,Giza
1339,10/14/2024,Paid Search,35-44,Mansoura
1340,7/5/2024,Paid Search,45-54,Giza
1341,5/17/2024,Paid Search,25-34,Giza
1342,5/9/2024,Organic,45-54,Alexandria
1343,7/12/2024,Referral,35-44,Tanta
1344,11/11/2024,Social,35-44,Cairo
1345,5/23/2024,Email,35-44,Giza
1346,1/16/2024,Organic,25-34,Cairo
1347,10/28/2024,Organic,18-24,Mansoura
1348,2/26/2025,Organic,35-44,Cairo
1349,9/1/2024,Referral,35-44,Alexandria
1350,4/16/2024,Paid Search,35-44,Cairo
1351,3/28/2024,Referral,25-34,Cairo
1352,5/8/2024,Social,55+,Aswan
1353,12/6/2024,Organic,35-44,Cairo
1354,1/4/2024,Social,18-24,Giza
1355,11/22/2024,Organic,25-34,Cairo
1356,2/13/2025,Referral,45-54,Giza
1357,11/1/2024,Referral,45-54,Alexandria
1358,8/29/2025,Organic,35-44,Giza
1359,8/12/2024,Paid Search,45-54,Cairo
1360,12/13/2024,Social,25-34,Giza
1361,11/16/2024,Referral,25-34,Alexandria
1362,7/12/2025,Paid Search,45-54,Mansoura
1363,6/29/2024,Social,45-54,Alexandria
1364,9/9/2025,Social,35-44,Alexandria
1365,1/20/2025,Social,45-54,Cairo
1366,9/9/2025,Paid Search,18-24,Cairo
1367,4/17/2024,Social,45-54,Cairo
1368,6/14/2025,Referral,25-34,Cairo
1369,2/13/2025,Paid Search,25-34,Cairo
1370,10/22/2024,Paid Search,25-34,Alexandria
1371,6/19/2024,Referral,25-34,Alexandria
1372,11/26/2024,Paid Search,25-34,Aswan
1373,5/7/2025,Email,25-34,Cairo
1374,7/13/2024,Organic,18-24,Alexandria
1375,1/12/2024,Paid Search,25-34,Tanta
1376,7/13/2024,Referral,35-44,Alexandria
1377,5/4/2025,Organic,25-34,Cairo
1378,6/30/2024,Organic,25-34,Cairo
1379,10/17/2025,Organic,45-54,Cairo
1380,11/11/2024,Social,45-54,Giza
1381,1/30/2024,Paid Search,45-54,Mansoura
1382,8/18/2025,Organic,25-34,Cairo
1383,4/5/2024,Referral,45-54,Cairo
1384,1/15/2025,Paid Search,25-34,Mansoura
1385,3/19/2025,Social,18-24,Mansoura
1386,10/24/2024,Organic,25-34,Giza
1387,12/26/2024,Email,45-54,Mansoura
1388,1/8/2025,Paid Search,25-34,Giza
1389,7/7/2025,Referral,18-24,Cairo
1390,10/29/2024,Organic,18-24,Giza
1391,2/24/2025,Paid Search,45-54,Alexandria
1392,9/2/2024,Paid Search,35-44,Aswan
1393,8/24/2024,Paid Search,25-34,Cairo
1394,6/17/2025,Organic,35-44,Alexandria
1395,7/3/2024,Organic,35-44,Giza
1396,4/12/2025,Email,35-44,Alexandria
1397,12/28/2024,Organic,25-34,Cairo
1398,10/9/2024,Paid Search,45-54,Giza
1399,7/6/2025,Social,25-34,Tanta
1400,12/1/2024,Social,35-44,Alexandria
1401,6/10/2024,Paid Search,18-24,Giza
1402,6/8/2024,Paid Search,25-34,Cairo
1403,4/18/2025,Paid Search,25-34,Cairo
1404,8/23/2025,Social,35-44,Giza
1405,11/17/2024,Social,18-24,Tanta
1406,1/12/2024,Organic,45-54,Aswan
1407,2/27/2025,Email,25-34,Giza
1408,3/13/2024,Email,35-44,Giza
1409,8/10/2025,Social,45-54,Tanta
1410,7/19/2024,Referral,35-44,Giza
1411,6/5/2025,Paid Search,45-54,Alexandria
1412,5/19/2025,Paid Search,35-44,Cairo
1413,2/8/2024,Paid Search,25-34,Mansoura
1414,2/29/2024,Paid Search,45-54,Alexandria
1415,7/31/2025,Organic,25-34,Tanta
1416,11/16/2024,Referral,35-44,Mansoura
1417,3/10/2025,Paid Search,45-54,Cairo
1418,9/27/2025,Paid Search,25-34,Mansoura
1419,2/11/2025,Organic,25-34,Tanta
1420,1/20/2025,Referral,25-34,Giza
1421,7/22/2025,Paid Search,45-54,Cairo
1422,3/18/2024,Organic,55+,Cairo
1423,7/12/2024,Paid Search,35-44,Giza
1424,10/11/2024,Paid Search,35-44,Giza
1425,6/10/2025,Referral,55+,Alexandria
1426,6/7/2025,Referral,18-24,Cairo
1427,9/4/2025,Paid Search,25-34,Tanta
1428,6/4/2024,Referral,35-44,Cairo
1429,12/5/2024,Social,45-54,Cairo
1430,5/4/2024,Referral,45-54,Giza
1431,10/6/2024,Organic,25-34,Giza
1432,9/13/2025,Organic,18-24,Cairo
1433,10/19/2025,Organic,25-34,Cairo
1434,5/7/2024,Social,25-34,Cairo
1435,11/9/2024,Paid Search,25-34,Mansoura
1436,11/27/2024,Paid Search,45-54,Mansoura
1437,5/29/2024,Paid Search,18-24,Giza
1438,3/29/2025,Social,45-54,Mansoura
1439,2/5/2024,Paid Search,25-34,Mansoura
1440,2/23/2025,Social,35-44,Cairo
1441,1/22/2024,Referral,18-24,Aswan
1442,7/24/2024,Paid Search,25-34,Tanta
1443,9/30/2025,Social,18-24,Cairo
1444,12/21/2024,Organic,55+,Cairo
1445,3/15/2025,Referral,45-54,Cairo
1446,4/5/2024,Paid Search,25-34,Cairo
1447,6/12/2024,Social,25-34,Mansoura
1448,5/27/2024,Email,55+,Giza
1449,6/13/2025,Referral,25-34,Mansoura
1450,10/20/2024,Social,25-34,Mansoura
1451,7/13/2024,Organic,35-44,Alexandria
1452,10/24/2025,Social,55+,Mansoura
1453,4/24/2025,Referral,18-24,Cairo
1454,5/2/2024,Social,25-34,Giza
1455,2/3/2025,Paid Search,55+,Alexandria
1456,3/27/2025,Referral,25-34,Cairo
1457,10/22/2025,Social,18-24,Cairo
1458,4/13/2024,Social,35-44,Tanta
1459,4/6/2025,Paid Search,45-54,Mansoura
1460,1/30/2025,Social,35-44,Cairo
1461,12/2/2024,Organic,55+,Mansoura
1462,8/21/2025,Social,35-44,Mansoura
1463,5/21/2024,Paid Search,18-24,Giza
1464,11/12/2024,Social,55+,Cairo
1465,7/11/2025,Referral,25-34,Aswan
1466,6/10/2025,Paid Search,25-34,Giza
1467,7/9/2025,Referral,35-44,Cairo
1468,2/4/2025,Organic,25-34,Giza
1469,11/5/2024,Referral,18-24,Mansoura
1470,5/9/2025,Email,18-24,Cairo
1471,7/9/2025,Social,25-34,Cairo
1472,9/1/2025,Social,45-54,Cairo
1473,4/18/2024,Referral,35-44,Aswan
1474,1/6/2025,Organic,55+,Cairo
1475,9/7/2025,Organic,25-34,Alexandria
1476,7/24/2024,Social,25-34,Aswan
1477,2/12/2024,Email,25-34,Cairo
1478,9/1/2024,Email,25-34,Aswan
1479,10/13/2024,Email,25-34,Aswan
1480,12/20/2024,Organic,45-54,Tanta
1481,4/20/2025,Email,55+,Cairo
1482,3/23/2024,Paid Search,55+,Alexandria
1483,4/19/2024,Social,25-34,Mansoura
1484,7/8/2024,Paid Search,45-54,Aswan
1485,9/7/2024,Organic,25-34,Cairo
1486,10/17/2024,Organic,18-24,Mansoura
1487,10/6/2025,Organic,45-54,Giza
1488,7/19/2024,Social,35-44,Cairo
1489,11/21/2024,Organic,25-34,Giza
1490,5/25/2025,Organic,25-34,Mansoura
1491,2/12/2025,Paid Search,25-34,Giza
1492,8/29/2025,Organic,35-44,Alexandria
1493,5/22/2025,Paid Search,25-34,Aswan
1494,8/23/2025,Paid Search,55+,Giza
1495,3/12/2024,Social,18-24,Alexandria
1496,9/3/2024,Social,25-34,Giza
1497,10/2/2025,Social,35-44,Giza
1498,8/30/2025,Organic,35-44,Mansoura
1499,8/9/2025,Organic,25-34,Aswan
1500,7/19/2025,Referral,35-44,Alexandria
1501,12/9/2024,Organic,45-54,Mansoura
1502,2/23/2024,Organic,55+,Cairo
1503,6/11/2025,Paid Search,45-54,Cairo
1504,9/2/2025,Organic,45-54,Alexandria
1505,6/15/2025,Organic,35-44,Cairo
1506,7/11/2025,Organic,45-54,Cairo
1507,7/11/2024,Social,25-34,Alexandria
1508,2/27/2024,Organic,25-34,Cairo
1509,3/12/2025,Social,25-34,Cairo
1510,4/20/2024,Email,25-34,Alexandria
1511,5/8/2024,Email,25-34,Alexandria
1512,11/21/2024,Social,55+,Aswan
1513,1/8/2024,Referral,25-34,Alexandria
1514,1/29/2024,Paid Search,18-24,Giza
1515,4/21/2024,Paid Search,35-44,Aswan
1516,5/10/2024,Paid Search,18-24,Mansoura
1517,7/6/2024,Social,18-24,Cairo
1518,4/19/2025,Referral,25-34,Cairo
1519,12/29/2024,Paid Search,25-34,Alexandria
1520,7/22/2024,Referral,25-34,Alexandria
1521,7/30/2024,Paid Search,45-54,Mansoura
1522,9/12/2025,Referral,35-44,Mansoura
1523,10/2/2024,Organic,25-34,Alexandria
1524,3/13/2024,Paid Search,25-34,Aswan
1525,8/30/2024,Organic,25-34,Alexandria
1526,4/11/2024,Paid Search,45-54,Cairo
1527,6/19/2024,Paid Search,18-24,Tanta
1528,10/14/2025,Paid Search,18-24,Cairo
1529,7/6/2024,Email,45-54,Mansoura
1530,3/16/2025,Organic,35-44,Aswan
1531,3/26/2024,Paid Search,18-24,Mansoura
1532,4/20/2025,Social,25-34,Alexandria
1533,2/21/2024,Social,55+,Giza
1534,4/20/2024,Paid Search,45-54,Giza
1535,2/12/2024,Organic,35-44,Giza
1536,7/29/2024,Paid Search,35-44,Alexandria
1537,7/18/2024,Paid Search,35-44,Mansoura
1538,9/18/2025,Social,55+,Alexandria
1539,1/26/2024,Paid Search,55+,Cairo
1540,10/25/2024,Organic,25-34,Giza
1541,3/17/2024,Social,45-54,Mansoura
1542,5/16/2024,Paid Search,25-34,Giza
1543,1/20/2024,Social,25-34,Alexandria
1544,3/15/2025,Paid Search,35-44,Mansoura
1545,7/29/2024,Referral,25-34,Alexandria
1546,7/4/2025,Organic,55+,Giza
1547,3/10/2025,Email,18-24,Tanta
1548,7/25/2024,Social,35-44,Cairo
1549,3/14/2025,Paid Search,55+,Aswan
1550,10/27/2025,Social,55+,Cairo
1551,2/11/2024,Referral,25-34,Cairo
1552,2/14/2025,Social,25-34,Tanta
1553,6/6/2025,Email,35-44,Cairo
1554,9/1/2025,Referral,25-34,Mansoura
1555,3/2/2025,Paid Search,55+,Tanta
1556,10/1/2024,Paid Search,55+,Tanta
1557,3/23/2025,Social,25-34,Aswan
1558,1/3/2025,Organic,18-24,Cairo
1559,8/7/2024,Email,18-24,Mansoura
1560,7/30/2025,Referral,55+,Cairo
1561,8/19/2024,Organic,25-34,Giza
1562,11/23/2024,Paid Search,25-34,Tanta
1563,3/18/2025,Email,25-34,Giza
1564,2/21/2024,Paid Search,35-44,Alexandria
1565,1/10/2025,Email,18-24,Alexandria
1566,9/19/2024,Organic,25-34,Alexandria
1567,9/23/2024,Social,55+,Aswan
1568,12/24/2024,Paid Search,55+,Cairo
1569,11/12/2024,Social,45-54,Alexandria
1570,11/19/2024,Organic,18-24,Tanta
1571,10/27/2025,Social,25-34,Giza
1572,10/13/2025,Paid Search,35-44,Cairo
1573,7/16/2025,Social,25-34,Alexandria
1574,9/20/2025,Referral,55+,Giza
1575,2/24/2025,Paid Search,35-44,Cairo
1576,2/15/2024,Paid Search,18-24,Tanta
1577,8/22/2025,Paid Search,55+,Alexandria
1578,9/25/2024,Social,55+,Aswan
1579,8/23/2025,Social,18-24,Tanta
1580,1/15/2025,Social,35-44,Mansoura
1581,4/27/2024,Paid Search,25-34,Cairo
1582,7/19/2025,Organic,25-34,Giza
1583,4/25/2024,Social,25-34,Cairo
1584,9/21/2025,Organic,35-44,Aswan
1585,9/16/2024,Referral,55+,Cairo
1586,3/15/2024,Paid Search,35-44,Cairo
1587,4/24/2025,Social,18-24,Alexandria
1588,10/31/2024,Organic,35-44,Cairo
1589,1/7/2024,Organic,25-34,Cairo
1590,12/31/2024,Social,45-54,Alexandria
1591,9/25/2025,Social,25-34,Cairo
1592,6/6/2025,Referral,25-34,Cairo
1593,12/13/2024,Paid Search,25-34,Giza
1594,3/13/2025,Paid Search,45-54,Mansoura
1595,8/2/2024,Social,25-34,Alexandria
1596,3/4/2025,Social,45-54,Giza
1597,5/12/2025,Paid Search,25-34,Alexandria
1598,6/23/2025,Paid Search,25-34,Giza
1599,1/1/2025,Paid Search,25-34,Aswan
1600,11/8/2024,Referral,55+,Cairo
1601,6/21/2025,Paid Search,55+,Alexandria
1602,2/23/2024,Organic,25-34,Tanta
1603,6/24/2025,Paid Search,25-34,Tanta
1604,4/11/2025,Organic,18-24,Cairo
1605,6/12/2024,Paid Search,35-44,Cairo
1606,11/29/2024,Organic,25-34,Mansoura
1607,6/30/2025,Paid Search,55+,Cairo
1608,12/13/2024,Email,55+,Tanta
1609,9/29/2024,Paid Search,25-34,Mansoura
1610,2/17/2025,Social,35-44,Mansoura
1611,5/14/2025,Referral,45-54,Cairo
1612,4/2/2024,Social,45-54,Mansoura
1613,3/19/2024,Organic,18-24,Alexandria
1614,9/13/2025,Organic,25-34,Tanta
1615,8/4/2024,Organic,25-34,Cairo
1616,12/23/2024,Social,25-34,Cairo
1617,9/9/2025,Referral,25-34,Giza
1618,5/21/2025,Social,18-24,Cairo
1619,7/12/2025,Social,35-44,Alexandria
1620,6/29/2024,Social,25-34,Aswan
1621,7/29/2025,Organic,18-24,Giza
1622,9/2/2024,Paid Search,25-34,Tanta
1623,8/31/2024,Social,45-54,Cairo
1624,5/20/2025,Referral,45-54,Cairo
1625,2/25/2025,Paid Search,35-44,Cairo
1626,11/15/2024,Social,25-34,Giza
1627,3/27/2024,Paid Search,55+,Aswan
1628,8/4/2024,Organic,25-34,Cairo
1629,5/4/2025,Paid Search,25-34,Alexandria
1630,6/2/2025,Organic,25-34,Giza
1631,10/4/2024,Email,25-34,Aswan
1632,6/17/2024,Organic,25-34,Cairo
1633,11/25/2024,Social,55+,Cairo
1634,10/11/2025,Email,35-44,Cairo
1635,3/16/2025,Referral,25-34,Giza
1636,1/25/2025,Paid Search,55+,Cairo
1637,5/10/2025,Organic,18-24,Tanta
1638,1/15/2025,Paid Search,25-34,Alexandria
1639,11/1/2024,Referral,35-44,Alexandria
1640,5/27/2025,Referral,35-44,Alexandria
1641,7/6/2024,Organic,18-24,Cairo
1642,5/30/2025,Email,25-34,Giza
1643,10/5/2025,Organic,35-44,Aswan
1644,3/2/2025,Social,35-44,Tanta
1645,5/16/2025,Paid Search,35-44,Tanta
1646,9/16/2024,Email,25-34,Tanta
1647,5/27/2025,Paid Search,18-24,Cairo
1648,3/11/2024,Email,25-34,Cairo
1649,4/22/2025,Email,18-24,Cairo
1650,6/26/2024,Social,55+,Giza
1651,4/1/2025,Paid Search,35-44,Cairo
1652,7/7/2024,Paid Search,25-34,Giza
1653,10/17/2024,Paid Search,45-54,Alexandria
1654,6/3/2025,Organic,35-44,Tanta
1655,10/18/2024,Paid Search,25-34,Mansoura
1656,9/26/2025,Referral,45-54,Aswan
1657,10/9/2024,Social,45-54,Cairo
1658,6/27/2025,Paid Search,35-44,Cairo
1659,1/11/2025,Organic,18-24,Alexandria
1660,10/19/2025,Organic,35-44,Cairo
1661,6/4/2024,Social,45-54,Cairo
1662,5/22/2025,Organic,18-24,Giza
1663,2/16/2025,Referral,25-34,Cairo
1664,6/11/2025,Organic,45-54,Alexandria
1665,12/20/2024,Referral,18-24,Giza
1666,7/12/2025,Email,45-54,Alexandria
1667,7/5/2024,Paid Search,35-44,Alexandria
1668,1/31/2024,Referral,25-34,Giza
1669,9/16/2024,Paid Search,18-24,Cairo
1670,2/24/2025,Email,45-54,Cairo
1671,6/12/2025,Organic,25-34,Giza
1672,7/4/2025,Referral,35-44,Mansoura
1673,10/30/2024,Referral,35-44,Mansoura
1674,2/8/2024,Email,35-44,Alexandria
1675,5/3/2025,Email,55+,Cairo
1676,10/5/2025,Paid Search,35-44,Alexandria
1677,6/25/2025,Paid Search,25-34,Alexandria
1678,10/31/2025,Organic,55+,Giza
1679,10/4/2024,Paid Search,35-44,Alexandria
1680,7/21/2024,Social,25-34,Giza
1681,3/6/2024,Organic,18-24,Alexandria
1682,4/17/2024,Referral,45-54,Mansoura
1683,9/24/2024,Social,25-34,Cairo
1684,8/9/2024,Email,35-44,Mansoura
1685,6/13/2025,Paid Search,35-44,Cairo
1686,3/30/2024,Referral,25-34,Cairo
1687,9/11/2024,Referral,35-44,Aswan
1688,3/30/2025,Organic,18-24,Aswan
1689,9/9/2024,Social,25-34,Cairo
1690,9/13/2024,Email,35-44,Giza
1691,1/17/2025,Paid Search,25-34,Cairo
1692,3/17/2025,Organic,45-54,Giza
1693,8/21/2025,Organic,45-54,Tanta
1694,3/30/2024,Paid Search,45-54,Aswan
1695,1/24/2025,Organic,18-24,Alexandria
1696,8/4/2025,Paid Search,25-34,Giza
1697,2/13/2024,Paid Search,35-44,Alexandria
1698,10/25/2025,Paid Search,55+,Giza
1699,8/20/2025,Referral,45-54,Aswan
1700,1/19/2024,Social,45-54,Tanta
1701,4/10/2024,Referral,25-34,Alexandria
1702,8/29/2025,Organic,25-34,Giza
1703,12/22/2024,Paid Search,35-44,Cairo
1704,6/25/2025,Organic,25-34,Cairo
1705,2/2/2024,Organic,18-24,Tanta
1706,8/16/2024,Paid Search,55+,Giza
1707,6/7/2025,Social,25-34,Giza
1708,9/21/2025,Paid Search,25-34,Giza
1709,6/3/2024,Social,18-24,Tanta
1710,2/26/2025,Social,55+,Cairo
1711,9/2/2024,Paid Search,35-44,Tanta
1712,2/8/2025,Paid Search,35-44,Tanta
1713,6/24/2025,Email,55+,Aswan
1714,6/9/2024,Organic,25-34,Giza
1715,4/26/2024,Paid Search,35-44,Cairo
1716,9/27/2024,Referral,18-24,Giza
1717,5/1/2025,Paid Search,25-34,Giza
1718,6/20/2024,Social,45-54,Cairo
1719,9/30/2024,Referral,45-54,Alexandria
1720,9/15/2024,Paid Search,25-34,Giza
1721,5/14/2024,Paid Search,25-34,Tanta
1722,2/25/2025,Paid Search,35-44,Cairo
1723,2/24/2025,Paid Search,18-24,Alexandria
1724,7/4/2024,Paid Search,25-34,Mansoura
1725,12/29/2024,Social,25-34,Mansoura
1726,8/29/2025,Paid Search,25-34,Tanta
1727,1/12/2025,Organic,45-54,Mansoura
1728,6/6/2025,Referral,25-34,Aswan
1729,8/2/2025,Email,25-34,Giza
1730,7/14/2024,Social,35-44,Alexandria
1731,4/7/2024,Paid Search,45-54,Cairo
1732,8/27/2025,Social,25-34,Cairo
1733,1/22/2024,Organic,18-24,Cairo
1734,3/25/2025,Organic,25-34,Cairo
1735,6/20/2024,Paid Search,45-54,Cairo
1736,1/17/2025,Referral,35-44,Cairo
1737,5/13/2024,Organic,45-54,Cairo
1738,3/1/2025,Paid Search,55+,Aswan
1739,1/25/2024,Organic,45-54,Cairo
1740,5/17/2025,Organic,35-44,Mansoura
1741,7/3/2024,Email,35-44,Cairo
1742,3/25/2024,Social,18-24,Aswan
1743,7/20/2025,Email,55+,Tanta
1744,5/23/2024,Paid Search,25-34,Alexandria
1745,2/15/2025,Organic,25-34,Alexandria
1746,8/11/2024,Organic,35-44,Cairo
1747,8/7/2024,Paid Search,25-34,Aswan
1748,6/27/2024,Paid Search,35-44,Tanta
1749,9/22/2025,Email,35-44,Tanta
1750,3/8/2025,Paid Search,25-34,Alexandria
1751,9/21/2024,Organic,45-54,Giza
1752,3/4/2025,Paid Search,25-34,Tanta
1753,10/23/2025,Paid Search,25-34,Cairo
1754,2/19/2025,Paid Search,35-44,Alexandria
1755,3/28/2025,Referral,35-44,Cairo
1756,7/15/2024,Email,45-54,Aswan
1757,7/7/2025,Referral,25-34,Cairo
1758,2/22/2024,Organic,35-44,Cairo
1759,4/24/2025,Paid Search,25-34,Alexandria
1760,3/18/2025,Social,55+,Mansoura
1761,11/25/2024,Organic,25-34,Alexandria
1762,9/7/2024,Email,35-44,Cairo
1763,5/2/2024,Paid Search,18-24,Cairo
1764,1/21/2025,Organic,25-34,Mansoura
1765,12/4/2024,Paid Search,35-44,Aswan
1766,12/13/2024,Organic,45-54,Tanta
1767,1/29/2024,Social,35-44,Giza
1768,2/4/2024,Organic,55+,Aswan
1769,6/1/2025,Organic,35-44,Giza
1770,1/30/2025,Organic,35-44,Alexandria
1771,9/14/2025,Organic,18-24,Giza
1772,10/20/2024,Email,45-54,Giza
1773,8/11/2025,Referral,25-34,Mansoura
1774,12/14/2024,Referral,45-54,Alexandria
1775,5/26/2024,Email,55+,Giza
1776,3/7/2024,Paid Search,55+,Cairo
1777,6/3/2025,Social,35-44,Cairo
1778,5/1/2024,Organic,35-44,Alexandria
1779,12/5/2024,Paid Search,45-54,Cairo
1780,6/23/2024,Email,18-24,Cairo
1781,8/19/2025,Paid Search,35-44,Alexandria
1782,3/26/2025,Referral,18-24,Mansoura
1783,7/10/2025,Organic,35-44,Mansoura
1784,5/15/2024,Social,25-34,Alexandria
1785,1/16/2024,Social,25-34,Tanta
1786,11/28/2024,Referral,25-34,Aswan
1787,7/13/2024,Social,25-34,Tanta
1788,5/10/2025,Social,35-44,Alexandria
1789,1/9/2024,Paid Search,18-24,Giza
1790,11/29/2024,Organic,35-44,Aswan
1791,11/28/2024,Paid Search,25-34,Cairo
1792,11/22/2024,Social,35-44,Cairo
1793,1/15/2024,Organic,35-44,Giza
1794,9/5/2025,Social,35-44,Cairo
1795,8/13/2024,Paid Search,35-44,Aswan
1796,2/28/2025,Paid Search,25-34,Alexandria
1797,2/11/2025,Social,45-54,Alexandria
1798,4/22/2024,Paid Search,25-34,Alexandria
1799,3/3/2025,Paid Search,35-44,Giza
1800,1/1/2024,Paid Search,35-44,Cairo
1801,9/22/2024,Referral,18-24,Alexandria
1802,5/5/2025,Social,35-44,Mansoura
1803,7/26/2024,Organic,35-44,Giza
1804,9/13/2025,Paid Search,25-34,Mansoura
1805,1/3/2025,Organic,18-24,Cairo
1806,11/1/2024,Email,18-24,Cairo
1807,1/12/2024,Social,55+,Cairo
1808,12/10/2024,Paid Search,35-44,Giza
1809,4/9/2025,Paid Search,18-24,Tanta
1810,10/27/2025,Paid Search,25-34,Tanta
1811,5/8/2025,Social,35-44,Giza
1812,1/2/2025,Email,45-54,Alexandria
1813,2/23/2025,Paid Search,18-24,Mansoura
1814,6/19/2024,Paid Search,25-34,Cairo
1815,5/13/2024,Paid Search,45-54,Cairo
1816,3/2/2025,Referral,18-24,Aswan
1817,1/25/2024,Paid Search,25-34,Alexandria
1818,6/13/2025,Email,55+,Aswan
1819,7/8/2024,Social,35-44,Giza
1820,5/20/2024,Organic,25-34,Mansoura
1821,7/8/2025,Paid Search,18-24,Cairo
1822,10/19/2025,Paid Search,18-24,Cairo
1823,11/10/2024,Social,25-34,Alexandria
1824,3/19/2025,Email,45-54,Giza
1825,11/14/2024,Social,25-34,Cairo
1826,3/16/2025,Organic,35-44,Cairo
1827,4/1/2024,Paid Search,55+,Cairo
1828,6/27/2024,Referral,25-34,Mansoura
1829,2/25/2024,Email,25-34,Giza
1830,6/3/2024,Paid Search,35-44,Cairo
1831,4/20/2024,Referral,55+,Cairo
1832,5/16/2024,Social,45-54,Cairo
1833,8/19/2024,Social,18-24,Alexandria
1834,4/12/2025,Email,35-44,Cairo
1835,4/25/2025,Email,35-44,Mansoura
1836,3/8/2024,Social,55+,Cairo
1837,9/5/2024,Paid Search,18-24,Cairo
1838,11/18/2024,Organic,35-44,Tanta
